id,char_id,name,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,background,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level,feats,inventory,date_modified,notes_len,gold
594,6932,"Grussel ""Grus"" Tosscobble (Old)",13,11,14,12,10,10,15,,Halfling,Rogue,3,Thief,,,3,,Ratbane/Leather/Dagger/Shortbow/Arrows/Burglar's Pack/Thieves' Tools,2018-08-06T08:50:21.75Z,2244,603.5
595,6935,Rasputinx,44,18,18,18,7,12,15,Soldier,Dragonborn,Barbarian,4,,,,4,,Halberd,2018-06-29T15:37:47Z,0,0.0
596,6940,Anastasia Amastacia,12,0,0,0,0,0,0,,Half-Elf,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
597,6943,Ralozeiros,12,12,15,13,8,14,10,,Elf,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
598,6948,Ushibirith,28,16,12,16,14,10,5,Acolyte,Dragonborn,Paladin,4,Oath of Devotion,,,4,,,2018-06-29T15:37:47Z,0,0.0
599,6951,Shaniqua Stumbleduck,12,0,0,0,0,0,0,,Gnome,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
600,6965,Slartibartfast,12,18,16,17,12,12,9,Soldier,Dragonborn,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
601,6968,Milo Tosscobble,12,0,0,0,0,0,0,,Halfling,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
602,6969,Saiya's Character,12,15,13,14,8,10,12,Noble,Genasi,Fighter,6,,,,6,,,2018-06-29T15:37:47Z,0,0.0
603,6970,Pyriex,63,8,14,14,8,12,15,Haunted One,Dragonborn,Warlock,12,The Fiend,,,12,,"Dagger/Dagger/Crossbow","light/Crossbow Bolts/Explorer's Pack/Rod",2019-06-30T06:58:33.533Z,0,0.0
604,6971,"bless you","palidram <3",8,8,13,15,12,10,14,Sage,Half-Elf,Warlock,1,The Great Old One,,,1,,"Leather/Dagger/Dagger/Quarterstaff/Crossbow","light/Crossbow Bolts/Book/Ink (1 ounce bottle)/Ink Pen/Parchment (one sheet)/Backpack/Clothes","Common/Orb/Little Bag of Sand/Small Knife",2021-07-21T02:41:24Z,129,20.0
605,6973,Dengar,8,9,13,9,15,15,10,Noble,Human,Rogue,1,,,,1,,"Leather/Crossbow","hand/Dagger/Crossbow Bolts/Case","Crossbow Bolt",2021-07-07T09:19:38.543Z,0,0.0
606,6980,Kit,12,9,14,15,16,10,14,,Gnome,Wizard,7,,,,7,,,2018-06-29T15:37:47Z,8,0.0
607,6990,Galbwynn,12,12,15,12,11,12,11,,Half-Elf,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
608,6991,Santo Arnost,58,16,17,15,12,10,17,Noble,Human,Rogue,10,Swashbuckler,,,10,Dual Wielder,"Rapier","+1/Arnost Studded Leather of the Last Stand/Leather/Dagger/Dagger/Shortbow/Rapier/Climber's Kit/Clothes","Fine/Sealing Wax/Signet Ring/Dice Set/Thieves' Tools/Riding Horse",2022-08-03T15:24:32.58Z,847,7561.030000000002
609,6995,Jahry,40,17,12,13,12,17,18,Soldier,Elf,Paladin,5,Oath of Devotion,,,5,,"Shield","+1/Chain Mail","+1/Plate","+1/Greatsword","+1/Mace/Explorer's Pack/Emblem",2018-06-29T15:37:47Z,0,320.0
610,7005,Rakeen,12,13,15,13,9,10,12,Criminal / Spy,Human,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
611,7012,Danton Truthwing,24,9,10,14,15,10,12,Noble,Human,Sorcerer,10,Draconic Bloodline,,,10,,,2018-06-29T15:37:47Z,0,0.0
612,7013,Blink Billybonk,73,12,14,16,14,18,10,Hermit,Gnome,Druid,10,Circle of the Land (Forest),,,10,,"Bag of Holding/Boots of the Winterlands/Wand of the War Mage","+1/Wind Fan/Scale Mail","+1/Potion of Healing (Greater)/Wand of the War Mage","+2/Elixir of Health/Infusion: Mind Sharpener/Pièce de Fey pour le Troll/Mace of illusion/Quarterstaff/Backpack/Clothes","Traveler's/Potion of Healing/Riding Horse/Druidic Focus/Hide","+1/Pillow of good rest/Hide/Mace/Bedroll/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin/Herbalism Kit/Potion of Fire Resistance/Potion of Invulnerability",2021-10-22T00:05:20.46Z,424,3377.75
613,7014,Zorchar,12,16,14,11,9,9,16,Acolyte,Human,Warlock,1,,,,1,,Breastplate/Greatsword,2018-06-29T15:37:47Z,4,0.0
614,7025,Kartaugh,12,15,11,15,10,10,10,Soldier,Human,Fighter,1,,,,1,,Chain Mail,2018-06-29T15:37:47Z,0,0.0
615,7029,Ufegyra,106,13,10,11,13,12,11,Noble,Gnome,Druid,15,Circle of the Land (Forest),,,15,,,2018-06-29T15:37:47Z,0,0.0
616,7043,Veras,12,10,15,12,8,15,11,Criminal / Spy,Half-Elf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
617,7044,Fhuren,106,15,8,13,10,12,14,Sailor,Dragonborn,Paladin,17,Oath of the Ancients,,,17,,"Boots of Speed/Defender Greatsword/Dwarven Plate/Necklace of Prayer Beads/Shield","+1/Belt of Fire Giant Strength/Warhammer","+2/Waythe/Shield/Chain Mail/Handaxe/Handaxe/Warhammer/Backpack/Bedroll/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)",2021-07-07T21:16:44.187Z,0,0.0
618,7054,tehredshirt's Character,12,15,13,14,10,8,12,Criminal / Spy,Aarakocra,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
619,7061,Balasar,80,14,10,14,8,10,15,Acolyte,Dragonborn,Paladin,8,Oath of Devotion,,,8,,,2018-06-29T15:37:47Z,0,0.0
620,7064,Orangutan Joe,12,12,14,15,13,13,10,Sage,Elf,Monk,1,,,,1,,Quarterstaff/Quarterstaff/Quarterstaff,2018-06-29T15:37:47Z,15,0.0
621,7066,Fake character,12,10,12,19,19,13,18,Acolyte,Tiefling,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
622,7068,Malachi,12,8,11,14,9,16,14,Acolyte,Tiefling,Cleric,1,Life Domain,,,1,,Shield/Chain Mail/Dagger/Mace/Priest's Pack,2018-06-29T15:37:47Z,0,0.0
623,7087,test paladin,30,13,11,10,9,12,12,Acolyte,Dragonborn,Paladin,5,Oath of Devotion,,,5,,,2018-06-29T15:37:47Z,0,0.0
624,7093,Oledar,18,13,13,13,13,12,6,Soldier,Elf,Sorcerer,3,Draconic Bloodline,,,3,,,2018-06-29T15:37:47Z,0,0.0
625,7094,Mila Sharynai,12,13,17,12,14,11,14,,Human,Rogue,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
626,7099,Low-key,23,10,14,12,13,8,15,Entertainer,Tiefling,Bard,4,,,,4,,Shield/Leather/Dagger/Rapier/Entertainer's Pack /Lute,2018-06-29T15:37:47Z,0,0.0
627,7106,Thagmar Rhinetusk,12,15,13,14,10,12,8,Soldier,Dragonborn,Fighter,1,,,,1,,Adamantine Plate,2018-06-29T15:37:47Z,0,0.0
628,7107,Lux Lisbon,12,10,15,14,10,13,10,,Aarakocra,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
629,7108,Helkasys,8,0,0,0,0,0,0,,Human,Monk,1,,,,1,Firearm Specialist,,2018-06-29T15:37:47Z,0,0.0
630,7110,Marcus,12,10,15,11,10,15,10,Sage,Human,Monk,3,Way of the Open Hand,,,3,Grappler,,2018-06-29T15:37:47Z,0,0.0
631,7111,Tsar,12,17,15,15,13,13,10,Soldier,Half-Orc,Barbarian,1,,,,1,,"Shortbow/Greataxe/Clothes","Common",2018-06-29T15:37:47Z,0,0.0
632,7114,Garm,12,13,14,12,8,15,10,Soldier,Dwarf,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
633,7118,Dirk Hames,12,0,0,0,0,0,0,,Human,Sorcerer,20,Draconic Bloodline,,,20,,,2018-06-29T15:37:47Z,0,0.0
634,7121,agentxcell's Character,12,0,0,0,0,0,0,,Halfling,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
635,7122,Test Character,12,0,0,0,0,0,0,,Tiefling,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
636,7128,Azure,12,14,8,12,10,15,13,Acolyte,Genasi,Cleric,1,,,,1,,"Shield/Chain Mail/Mace/Crossbow","light/Crossbow Bolts/Acid (vial)/Priest's Pack",2018-06-29T15:37:47Z,0,0.0
637,7133,Jergle Maraphat,12,12,15,12,11,8,14,Criminal / Spy,Half-Elf,Fighter,3,Champion,Rogue,Thief,10,,"Boots of Speed/Staff of Charming/Luck Blade Shortsword/Leather","+3",2018-06-29T15:37:47Z,108,0.0
638,7134,Shayezara,12,14,14,12,8,10,14,Soldier,Dwarf,Sorcerer,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
639,7141,Anderion Salthiel,12,0,0,0,0,0,0,,Elf,Rogue,4,,Fighter,,12,,,2018-06-29T15:37:47Z,0,0.0
640,7144,Erin,8,8,13,14,10,15,12,Sage,Elf,Druid,1,,,,1,,Shield/Leather/Scimitar/Explorer's Pack/Sprig of Mistletoe,2022-06-29T19:23:14.533Z,0,0.0
641,7145,Timbleweet,26,11,10,12,12,12,12,Acolyte,Halfling,Rogue,10,Thief,,,10,,,2018-06-29T15:37:47Z,0,0.0
642,7148,1witch69's Character ,12,13,14,15,12,10,8,Acolyte,Dragonborn,Druid,2,Circle of the Land (Forest),,,2,,,2018-06-29T15:37:47Z,0,0.0
643,7157,Atlantisdex's Character,12,15,13,14,12,8,10,Soldier,Goliath,Barbarian,12,Path of the Berserker,,,12,,,2018-06-29T15:37:47Z,0,0.0
644,7163,Spankghetti's Character,12,8,13,12,14,12,14,,Half-Elf,Sorcerer,1,Draconic Bloodline,,,1,,,2018-06-29T15:37:47Z,0,0.0
645,7166,relan,12,13,12,10,8,14,15,Criminal / Spy,Gnome,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
646,7171,Lei,12,10,15,12,8,13,14,,Half-Elf,Monk,11,Way of the Open Hand,,,11,,,2018-06-29T15:37:47Z,0,0.0
647,7175,Ghavhik Bonescarver Elantho,21,14,14,15,8,12,8,,Goliath,Barbarian,2,,,,2,,"Javelin/Spear/Maul/Clothes","Traveler's/Hunting Trap/Explorer's Pack/Staff",2018-06-29T15:37:47Z,0,135.0
648,7182,Horwin,32,15,9,12,13,6,11,Criminal / Spy,Halfling,Cleric,7,Life Domain,,,7,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
649,7186,Cryfall's Character,12,0,0,0,0,0,0,,Human,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
650,7203,Quaros,16,16,15,12,9,15,12,Noble,Gnome,Druid,1,,Fighter/Monk,Champion/Way of the Open Hand,5,,,2018-06-29T15:37:47Z,0,0.0
651,7208,Elfar,12,0,0,0,0,0,0,,Human,Bard,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
652,7212,Hanniel,12,16,11,14,14,13,11,Soldier,Human,Fighter,1,,,,1,Grappler,Shield/Chain Mail/Longsword/Handaxe/Handaxe/Explorer's Pack,2018-06-29T15:37:47Z,22,150.0
653,7217,Ri'Dorn,12,12,18,16,13,14,18,Noble,Half-Elf,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
654,7219,Tymanther Balasar Tyr-blessed,8,16,13,14,13,17,13,Knight of the Order,Dragonborn,Cleric,1,War Domain,,,1,,"Shield/Chain Shirt/Crossbow","hand/Warhammer/Net/Net/Net/Net/Net/Case","Crossbow Bolt/Case","Crossbow Bolt/Pole (10-foot)/Robes/Explorer's Pack/Signet Ring",2018-12-28T00:25:36.167Z,0,0.0
655,7224,Ria,12,10,14,13,8,13,17,Acolyte,Elf,Bard,1,,,,1,,,2018-06-29T15:37:47Z,1331,0.0
656,7228,Uvila,12,12,15,13,11,15,12,Soldier,Genasi,Monk,5,Way of the Open Hand,,,5,,,2018-06-29T15:37:47Z,0,0.0
657,7232,Elyjo Withersby Head,12,13,18,15,7,14,16,Soldier,Human,Paladin,8,Oath of Devotion,,,8,,"Cube of Force/Wand of Secrets/Shield/Leather/Chain Mail/Dagger/Dagger/Dagger/Longsword/Crossbow","light/Rapier",2018-06-29T15:37:47Z,0,0.0
658,7237,Rhoggar,28,10,14,18,7,6,7,Folk Hero,Dragonborn,Monk,3,Way of the Open Hand,Bard,College of Lore,7,,,2018-06-29T15:37:47Z,0,0.0
659,7238,Avak Stormsoul,12,0,0,0,0,0,0,,Dragonborn,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
660,7241,Meritir,12,15,13,13,11,9,12,Acolyte,Half-Elf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
661,7255,Tangrim,12,10,14,12,11,15,10,Sage,Genasi,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
662,7258,Randgrago Archling,11,12,15,12,15,12,15,,Human,Rogue,3,,,,3,,"Potion of Lightning Resistance/Crossbow","hand/Dagger/Dagger/Shortbow/Shortsword/Arrows/Crossbow Bolts/Ball Bearings (bag of 1,000)/Bedroll/Bell/Bottle","Glass/Candle/Thieves' Tools/Chalk (1 piece)/Grappling Hook/Lamp/Signal Whistle/Disguise Kit/Crowbar/Hammer/Piton/Lantern","Hooded/Oil (flask)/Rations (1 day)/Tinderbox/Rope","Hempen (50 feet)/Quiver/Case","Crossbow Bolt/Case","Crossbow Bolt/Case","Crossbow Bolt/Case","Crossbow Bolt/Case","Crossbow Bolt",2018-06-29T15:37:47Z,773,60.86
663,7266,Perfectly Normal Will,12,0,0,0,0,0,0,,Human,Warlock,10,The Fiend,,,10,,,2018-06-29T15:37:47Z,0,0.0
664,7269,Urithos,17,15,14,10,14,12,13,Noble,Tiefling,Wizard,2,School of Evocation,Monk/Barbarian/Bard,Way of the Open Hand/Path of the Berserker/College of Lore,7,,,2018-06-29T15:37:47Z,0,0.0
665,7270,Pimblebottom,24,4,13,13,12,14,5,Sage,Dragonborn,Barbarian,1,,Fighter/Warlock/Rogue,Champion/The Fiend/Thief,7,,,2018-06-29T15:37:47Z,0,0.0
666,7272,killerdsd's Character,12,0,0,0,0,0,0,,Elf,Druid,10,,,,10,,,2018-06-29T15:37:47Z,0,0.0
667,7274,Vincenzo,10,18,12,12,15,13,13,Noble,Halfling,Paladin,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
668,7275,B'ash K'lang,33,14,14,10,11,3,7,Noble,Half-Orc,Bard,6,College of Lore,,,6,Magic Initiate (Bard),"Frostscythe/Leather/Dagger/Shortbow/Backpack/Waterskin/Bedroll/Candle/Clothes","Costume/Clothes","Fine/Rations (1 day)/Signet Ring/Disguise Kit/Dulcimer",2021-11-29T16:08:35.583Z,20,25.0
669,7278,VengefulOne's Character,12,8,15,10,13,12,14,,Halfling,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
670,7281,Sylvanar,12,8,15,14,10,8,15,Folk Hero,Half-Elf,Bard,4,,,,4,,Leather/Rapier,2020-09-23T13:12:06.123Z,0,0.0
671,7282,Axel,12,17,14,17,7,10,12,Criminal / Spy,Dwarf,Barbarian,1,,,,1,,Handaxe/Javelin/Greataxe/Warhammer/Explorer's Pack,2018-06-29T15:37:47Z,77,0.0
672,7286,Gedwynjed2's Character,12,8,15,12,10,14,13,Folk Hero,Aarakocra,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
673,7289,Clay,12,15,12,14,10,9,12,Soldier,Genasi,Fighter,3,Champion,,,3,,,2018-06-29T15:37:47Z,0,0.0
674,7292,sdf,33,13,7,10,8,11,12,Noble,Human,Bard,6,College of Lore,,,6,Grappler,,2018-06-29T15:37:47Z,0,0.0
675,7297,Cogswell Silversprocket,12,8,12,14,15,13,10,Sage,Gnome,Wizard,1,,,,1,,,2018-12-13T21:29:10.423Z,0,0.0
676,7299,Anomynous's Character,12,0,0,0,0,0,0,,Elf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
677,7304,Qinlar,12,8,8,8,8,8,8,,Human,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
678,7306,Valamin,12,10,15,13,10,14,10,Criminal / Spy,Aarakocra,Ranger,2,,,,2,,Scale Mail/Shortsword/Shortsword/Longbow/Arrows/Quiver/Dungeoneer's Pack,2018-06-29T15:37:47Z,0,15.0
679,7318,Daphid,12,13,12,14,10,15,8,,Goliath,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
680,7320,Thae-Ra,10,15,12,15,8,11,10,Soldier,Human,Fighter,1,,,,1,Svirfneblin Magic,Shield/Chain Mail/Longsword/Handaxe/Handaxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
681,7324,CrazyRope's Character,12,10,15,11,10,15,10,Sage,Dwarf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
682,7326,Artemis Panacaea,26,13,8,14,12,15,10,Acolyte,Human,Cleric,3,Life Domain,,,3,,Chain Mail/Maul,2018-06-29T15:37:47Z,0,0.0
683,7329,Rhog,12,15,13,14,10,12,8,,Dragonborn,Fighter,7,Champion,,,7,,"Greatsword","+1/Mithral Plate",2018-06-29T15:37:47Z,0,0.0
684,7339,JBriz's Character,12,18,16,20,15,15,14,Soldier,Goliath,Barbarian,1,,,,1,,Armor of Invulnerability/Bag of Holding/Boots of Levitation/Bracers of Defense/Defender Greatsword/Belt of Storm Giant Strength/Adamantine Breastplate,2018-06-29T15:37:47Z,0,0.0
685,7343,Onix's Character,12,0,0,0,0,0,0,,Goliath,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
686,7344,ShahAb,12,0,0,0,0,0,0,,Elf,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
687,7347,Solange Crowsteam,12,15,13,14,10,8,12,Soldier,Human,Fighter,1,,,,1,,"Shield/Chain Mail/Dagger/Longsword/Crossbow","light/Crossbow Bolts/Clothes","Common/Explorer's Pack/Playing Card Set",2018-06-29T15:37:47Z,165,179.5
688,7349,Cadmium Dillinger,12,11,14,12,12,14,18,,Human,Warlock,8,,,,8,,"Dagger/Dagger/Dagger/Dagger/Dagger/Clothes","Traveler's/Soap/Painter's Supplies/Dice Set/Wand",2018-06-29T15:37:47Z,0,0.0
689,7356,Crabby's Character,12,15,0,14,0,0,0,,Human,Fighter,6,,,,6,,,2018-06-29T15:37:47Z,0,0.0
690,7357,wn395's Character,12,0,0,0,0,0,0,,Halfling,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
691,7361,Tiren,12,9,18,10,15,10,15,Criminal / Spy,Half-Elf,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
692,7367,Aeolus,49,13,17,13,8,16,13,Noble,Aarakocra,Ranger,6,Hunter,Rogue,,7,,"Bracers of Archery/Longbow","+1/Studded Leather/Dagger/Spear/Longbow/Arrows/Ink (1 ounce bottle)/Ink Pen/Case","Map or Scroll/Component Pouch/Quiver/Sealing Wax/Explorer's Pack",2018-07-13T05:49:13.277Z,338,0.0
693,7370,cameraobscura83's Character,12,0,0,0,0,0,0,,Elf,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
694,7371,Shava of the Northern Fist,12,10,15,13,8,14,12,Acolyte,Elf,Monk,1,,,,1,,Shortbow/Shortsword,2018-06-29T15:37:47Z,0,0.0
695,7377,Belphegor,12,12,14,16,11,19,19,Acolyte,Human,Paladin,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
696,7387,Bran Sturmwind,12,15,8,14,8,10,15,Soldier,Human,Paladin,5,,Warlock,,7,,,2018-06-29T15:37:47Z,0,0.0
697,7395,Fep,40,13,14,12,11,15,8,Soldier,Halfling,Monk,5,Way of the Open Hand,,,5,,"Bracers of Defense/Spear/Backpack/Blanket/Clothes","Traveler's/Grappling Hook/Healer's Kit/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin/Whetstone/Glassblower's Tools",2018-06-29T15:37:47Z,4,20.75
698,7396,Kabark,12,15,13,14,8,10,12,Folk Hero,Dragonborn,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
699,7397,Orion Stormshadow,12,0,0,0,0,0,0,,Halfling,Bard,6,College of Lore,Rogue,,7,,,2018-06-29T15:37:47Z,0,0.0
700,7402,Aritian Brightflame,12,0,0,0,0,0,0,,Tiefling,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
701,7405,Barleen Edros,12,15,14,12,11,10,10,Noble,Dwarf,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
702,7407,RJHPerkins's Character,12,16,14,15,10,10,12,Soldier,Goliath,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
703,7416,Lyra,34,8,14,15,10,13,12,Criminal / Spy,Elf,Ranger,5,Hunter,,,5,Sharpshooter,"Leather/Shortsword/Shortsword/Longbow/Arrows/Backpack/Bedroll/Clothes","Common/Crowbar/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin",2021-05-19T06:25:39Z,0,195.0
704,7418,Ellis,78,15,10,13,10,8,15,Sailor,Human,Bard,10,College of Valor,Warlock,The Archfey,15,Lucky/Shield Master,"Mithral Plate/Lyre of the Archfey Court/COPY_OF_Book of Ancient Secrets /Shield/Dagger/Club/Shortsword/Clothes","Fine/Pouch/Rope","Silk (50 feet)/Entertainer's Pack ",2021-07-25T19:42:57Z,1186,272.2
705,7429,SKOZ's Character,12,15,13,14,10,12,8,,Goliath,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
706,7443,Horry,12,8,15,13,14,10,12,Criminal / Spy,Halfling,Rogue,5,Thief,,,5,,Studded Leather/Dagger,2018-06-29T15:37:47Z,0,0.0
707,7445,uveemebe's Character,12,8,10,15,15,10,13,,Gnome,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
708,7452,Flymand,8,12,15,13,10,14,8,Acolyte,Aarakocra,Monk,1,,,,1,,Dart/Shortsword/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
709,7464,Reinwald Mirthguard,10,15,13,14,10,12,8,Soldier,Human,Fighter,1,,,,1,,Shield/Chain Mail/Longsword/Handaxe/Handaxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
710,7467,almost LoneHunter,12,9,15,14,15,11,11,Soldier,Goliath,Ranger,2,,,,2,,Leather/Handaxe/Handaxe/Longbow/Arrows,2018-06-29T15:37:47Z,0,0.0
711,7470,Augun Highhand Anakalugate,12,17,15,15,7,13,11,Soldier,Goliath,Fighter,3,Champion,,,3,,,2018-06-29T15:37:47Z,0,0.0
712,7477,DaceZyr12's Character,12,0,0,0,0,0,0,,Aarakocra,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
713,7484,Test Character,12,0,0,0,0,0,0,,Half-Elf,Fighter,1,,Bard,,20,,,2018-06-29T15:37:47Z,0,0.0
714,7486,Grimwold,12,8,13,10,15,15,10,Sage,Human,Wizard,1,,,,1,,"Dagger/Bedroll/Component Pouch/Lantern","Bullseye/Magnifying Glass/Oil (flask)/Rations (1 day)/Spellbook/Waterskin/Scholar's Pack",2018-06-29T15:37:47Z,0,16.15
715,7487,Rando Cardrissian,56,9,14,15,13,6,12,Sage,Aarakocra,Monk,17,Way of the Open Hand,,,17,,"Leather","+3/Quarterstaff","+3",2018-06-29T15:37:47Z,0,0.0
716,7492,Wukong,12,10,15,14,8,15,8,Sage,Genasi,Monk,1,,,,1,,Dart/Shortsword/Explorer's Pack,2018-06-29T15:37:47Z,0,13.0
717,7500,themadryan's Character,12,15,10,15,8,11,12,Folk Hero,Dwarf,Barbarian,1,,,,1,,Maul,2018-06-29T15:37:47Z,0,0.0
718,7506,Adrik Battlehammer,76,16,14,16,16,14,14,Sailor,Dwarf,Fighter,10,Eldritch Knight,Wizard,Tempest Theurg,14,Dual Wielder/War Caster,"Bag of Holding/Gem of Seeing/Portable Hole/Battleaxe","+1/Belt of Cloud Giant Strength/Chain Shirt","+3/Potion of Healing (Greater)/Dagger","+1/Whelm/Cloak of Resistance/Hammer of Shanatar/Giant Slayer/Enduring Spellbook/Component Pouch/Handaxe/Handaxe/Backpack/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)/Climber's Kit/Bell/Bottle","Glass/Case","Map or Scroll/Sack/Crystal/Healer's Kit/Potion of Healing/Handaxe/Handaxe/Adrik's Spellbook",2021-02-11T09:23:51Z,404,13701.0
719,7509,Therin Moonblade,12,12,17,14,15,16,10,Acolyte,Elf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
720,7511,Bo Deg,8,10,14,12,13,8,15,Entertainer,Human,Bard,1,,,,1,Grappler,Leather/Dagger/Rapier/Entertainer's Pack /Lute,2020-03-19T13:11:38.913Z,0,0.0
721,7512,Hunter Spark,99,10,15,10,11,15,10,Soldier,Elf,Monk,20,Way of the Open Hand,,,20,,,2018-06-29T15:37:47Z,0,0.0
722,7513,Promotius's Character,12,15,12,15,11,10,8,Folk Hero,Human,Barbarian,1,,,,1,Grappler,Scale Mail/Glaive/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
723,7515,Iorvroth,10,11,7,4,12,16,9,Folk Hero,Dragonborn,Paladin,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
724,7526,Meriele Galanodel,43,10,17,14,11,10,18,,Half-Elf,Bard,8,College of Lore,Warlock,,9,,"Bag of Holding/Cloak of Elvenkind/Ring of Protection/Ioun Stone of Reserve/Studded Leather/Leather/Dagger/Rapier/Backpack/Bedroll/Candle/Clothes","Costume/Rations (1 day)/Waterskin/Disguise Kit/Lute",2018-09-07T21:48:57.867Z,0,0.0
725,7533,Eben,12,8,15,13,15,12,8,Sage,Human,Wizard,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
726,7535,Jynnas,12,10,14,15,8,15,8,Soldier,Dragonborn,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
727,7536,jrsteen's Character,12,15,14,14,8,12,8,,Genasi,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
728,7537,Cor'vin,86,10,15,16,11,16,7,Outlander,Elf,Druid,16,Circle of the Moon,,,16,Lucky/War Caster,"Circlet of Blasting/Periapt of Proof against Poison/Ring of Mind Shielding/Ring of the Ram/Rod of Alertness/Shield","+1/Staff of Healing/Studded Leather","+1/Ring of Fire Resistance/Longbow","+1/Sending Stones/Bottled Breath/Claws of the Umber Hulk/Studded Leather/Backpack/Bedroll/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)/Herbalism Kit/Sickle/Ironfang/Wand of Smiles",2021-04-11T11:50:59Z,3496,591.0
729,7542,Nestamon's Character,12,15,10,15,10,12,9,Soldier,Dwarf,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
730,7553,mandusdm's Character,12,0,0,0,0,0,0,,Human,Wizard,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
731,7557,Edlyn Heordak,12,14,8,14,12,18,10,Acolyte,Dwarf,Cleric,14,Life Domain,,,14,,"Bag of Tricks/Belt of Dwarvenkind/Handy Haversack/Mithral Chain Mail/Warhammer","+2/Shield/Crossbow","light/Crossbow Bolts",2018-07-20T16:45:56.223Z,0,0.0
732,7560,Linialomdil's Character,12,0,0,0,0,0,0,,Dwarf,Sorcerer,1,Draconic Bloodline,,,1,,,2018-06-29T15:37:47Z,0,0.0
